,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_coef0,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,precision_score,recall_score
273,0.004788732528686524,0.0002119899489899203,0.0026297569274902344,0.00017982439009524244,1,,6.0,0.001,"{'C': 1, 'class_weight': None, 'coef0': 6.0, 'gamma': 0.001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,0.42857142857142855,1.0
274,0.004366493225097657,7.445909561781576e-05,0.0026580333709716798,0.00022793557342544956,1,,6.0,0.0001,"{'C': 1, 'class_weight': None, 'coef0': 6.0, 'gamma': 0.0001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,0.42857142857142855,1.0
275,0.004009914398193359,0.000314997284112853,0.0023739814758300783,0.00014333072997777365,1,,7.5,1,"{'C': 1, 'class_weight': None, 'coef0': 7.5, 'gamma': 1}",0.29411764705882354,0.5,0.3333333333333333,0.4444444444444444,0.16666666666666666,0.3477124183006536,0.11696607559065572,203,0.42857142857142855,1.0
276,0.004619884490966797,0.0004227603769796439,0.0025318145751953127,0.0001185700826857906,1,,7.5,0.1,"{'C': 1, 'class_weight': None, 'coef0': 7.5, 'gamma': 0.1}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,0.42857142857142855,1.0
277,0.004435968399047851,0.00014806023348688343,0.0025813102722167967,0.000250631997130142,1,,7.5,0.01,"{'C': 1, 'class_weight': None, 'coef0': 7.5, 'gamma': 0.01}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,0.42857142857142855,1.0
278,0.00453033447265625,0.00040462024294348105,0.002864170074462891,0.0004546809055889129,1,,7.5,0.001,"{'C': 1, 'class_weight': None, 'coef0': 7.5, 'gamma': 0.001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,0.42857142857142855,1.0
279,0.004538106918334961,0.0004465738819146933,0.0027304649353027343,0.0004489779166913461,1,,7.5,0.0001,"{'C': 1, 'class_weight': None, 'coef0': 7.5, 'gamma': 0.0001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,0.42857142857142855,1.0
280,0.0038997173309326173,0.0001293540303031008,0.0023040294647216795,5.92394896931549e-05,1,,9.0,1,"{'C': 1, 'class_weight': None, 'coef0': 9.0, 'gamma': 1}",0.35294117647058826,0.3333333333333333,0.2777777777777778,0.3333333333333333,0.05555555555555555,0.2705882352941177,0.11040529376165634,224,0.42857142857142855,1.0
281,0.004620885848999024,0.0005005998230928466,0.0024730205535888673,0.00016829478259040696,1,,9.0,0.1,"{'C': 1, 'class_weight': None, 'coef0': 9.0, 'gamma': 0.1}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,0.42857142857142855,1.0
282,0.004369258880615234,0.00026427535335554053,0.0024519443511962892,9.26957699395277e-05,1,,9.0,0.01,"{'C': 1, 'class_weight': None, 'coef0': 9.0, 'gamma': 0.01}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,0.42857142857142855,1.0
283,0.004474782943725586,0.00020138739658902508,0.0025035858154296873,5.0350797796772896e-05,1,,9.0,0.001,"{'C': 1, 'class_weight': None, 'coef0': 9.0, 'gamma': 0.001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,0.42857142857142855,1.0
284,0.004533243179321289,0.0002950395535740761,0.002578544616699219,9.535651144448512e-05,1,,9.0,0.0001,"{'C': 1, 'class_weight': None, 'coef0': 9.0, 'gamma': 0.0001}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,0.42857142857142855,1.0
285,0.004407262802124024,0.00024884420406621647,0.0024146080017089845,5.953949228470855e-05,1,,10.5,1,"{'C': 1, 'class_weight': None, 'coef0': 10.5, 'gamma': 1}",0.058823529411764705,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.0,0.11176470588235295,0.0781148296383198,400,0.42857142857142855,1.0
